Keyword,Screen_Name,Text,Created_At_Year,Created_At_Month,Retweeted,Retweet_Count,Favorited,Favorite_Count
#DistractinglySexy,JoMcDonald12,@crar_m always was- always will be #distractinglysexy #fashionista,2013,Feb,FALSE,1,FALSE,5
#DistractinglySexy,fudgeh0g,RT @crar_m: #distractinglysexy CRAR+M director @JoMcDonald12 in bright pink for #IWD2016 https://t.co/jo8lm7a8C7,2012,May,FALSE,2,FALSE,0
#DistractinglySexy,crar_m,#distractinglysexy CRAR+M director @JoMcDonald12 in bright pink for #IWD2016 https://t.co/jo8lm7a8C7,2016,Mar,FALSE,2,FALSE,7
#DistractinglySexy,Sammway,RT @aimcomau: @HeidiClune says women &amp; men have the potential to be equal. #STEM women are #distractinglysexy #IWDDebate #iwd2016 https://t…,2010,Jun,FALSE,1,FALSE,0
#DistractinglySexy,ElizaHodes,#Distractinglysexy AND safe! #WomenInSTEM https://t.co/LqXybIfgFt,2012,Jan,FALSE,0,FALSE,2
#DistractinglySexy,aimcomau,@HeidiClune says women &amp; men have the potential to be equal. #STEM women are #distractinglysexy #IWDDebate #iwd2016 https://t.co/OwzaZ5RJyf,2008,Jan,FALSE,1,FALSE,0
#DistractinglySexy,dots_to_connect,RT @MatValenchon: @Lea_Briard being #distractinglysexy while collecting horses faecal samples #womeninscience https://t.co/kbfhkXhbgV,2015,Sep,FALSE,3,FALSE,0
#DistractinglySexy,Lea_Briard,RT @MatValenchon: @Lea_Briard being #distractinglysexy while collecting horses faecal samples #womeninscience https://t.co/kbfhkXhbgV,2013,Oct,FALSE,3,FALSE,0
#DistractinglySexy,Tedd2011,RT @MatValenchon: @Lea_Briard being #distractinglysexy while collecting horses faecal samples #womeninscience https://t.co/kbfhkXhbgV,2010,Jun,FALSE,3,FALSE,0
#DistractinglySexy,MatValenchon,Thanks @Lea_Briard for letting me help you collecting horses faecal samples and looking  #distractinglysexy https://t.co/3YJfX8ccj3,2011,Mar,FALSE,0,FALSE,6
#DistractinglySexy,MatValenchon,@Lea_Briard being #distractinglysexy while collecting horses faecal samples #womeninscience https://t.co/kbfhkXhbgV,2011,Mar,FALSE,3,FALSE,6
#DistractinglySexy,science_punx,Sexism in science is real. #distractinglysexy was a glimpse into a big problem. https://t.co/9HhRWnJi3F,2013,Aug,FALSE,1,FALSE,1
#DistractinglySexy,SilverVVulpes,"RT @edyong209: ""...@dgmacarthur, who is something of star in the world of human knockouts""  https://t.co/RmStMqZKYj #distractinglysexy",2015,Jul,FALSE,8,FALSE,0
#DistractinglySexy,drtanthony,@KevinSpacey And here you could have had a #distractinglysexy Liver Transplant Surgeon. #HouseOfCards https://t.co/4tBnVwTRl8,2014,Nov,FALSE,1,FALSE,3
#DistractinglySexy,MUIdailynews,#DistractinglySexy scientists teach Tim Hunt a powerful social media lesson https://t.co/1RcTX4snIk #women #MUIPR,2015,Feb,FALSE,0,FALSE,1
#DistractinglySexy,JeremyNeedle,RT @bellebiologist: We're all just so #distractinglysexy #WomenInSTEM  https://t.co/u5hePPWHcM,2011,Feb,FALSE,1,FALSE,0
#DistractinglySexy,bellebiologist,We're all just so #distractinglysexy #WomenInSTEM  https://t.co/u5hePPWHcM,2012,Mar,FALSE,1,FALSE,2
#DistractinglySexy,MJIBrown,RT @jengolbeck: Remember #distractinglysexy #ILookLikeAnEngineer #scishirt? Take a quick survey for our #distractinglySXSW panel! https://t…,2013,Jul,FALSE,12,FALSE,0
#DistractinglySexy,WNCDeBruhl,RT @Batshua: Barbie Scientist is #DistractinglySexy. Also exhibiting poor laboratory safety skills. https://t.co/01g1FtyOAQ,2011,May,FALSE,1,FALSE,0
#DistractinglySexy,nextgenseek,"RT @edyong209: ""...@dgmacarthur, who is something of star in the world of human knockouts""  https://t.co/RmStMqZKYj #distractinglysexy",2012,Jan,FALSE,8,FALSE,0
#DistractinglySexy,ktsword,"RT @edyong209: ""...@dgmacarthur, who is something of star in the world of human knockouts""  https://t.co/RmStMqZKYj #distractinglysexy",2009,Nov,FALSE,8,FALSE,0
#DistractinglySexy,MatthewSoleiman,"RT @edyong209: ""...@dgmacarthur, who is something of star in the world of human knockouts""  https://t.co/RmStMqZKYj #distractinglysexy",2015,Jan,FALSE,8,FALSE,0
#DistractinglySexy,Fishbooom,"RT @edyong209: ""...@dgmacarthur, who is something of star in the world of human knockouts""  https://t.co/RmStMqZKYj #distractinglysexy",2011,Jul,FALSE,8,FALSE,0
#DistractinglySexy,EvoPhD,"RT @edyong209: ""...@dgmacarthur, who is something of star in the world of human knockouts""  https://t.co/RmStMqZKYj #distractinglysexy",2013,Nov,FALSE,8,FALSE,0
#DistractinglySexy,caffenefiend,"RT @edyong209: ""...@dgmacarthur, who is something of star in the world of human knockouts""  https://t.co/RmStMqZKYj #distractinglysexy",2011,Mar,FALSE,8,FALSE,0
#DistractinglySexy,edyong209,"...@dgmacarthur, who is something of star in the world of human knockouts  https://t.co/RmStMqZKYj #distractinglysexy",2009,Jan,FALSE,8,FALSE,23
#DistractinglySexy,jackaline666,RT @Bulletproof_22: Happy very first #WomenInSTEM day!! #IntimidatinglySmart #DistractinglySexy @jackaline666 https://t.co/IJgV9ab9Hg,2015,Dec,FALSE,2,FALSE,0
#DistractinglySexy,DrFulli,This is why I #DistractinglySexy was a dangerous &amp; hypocrite denial of #Sex &amp; #ProfessionalSexualMisconducts in labs https://t.co/43AmpvKOVn,2013,Nov,FALSE,0,FALSE,1
#DistractinglySexy,babescience,RT @GCGodfrey: Female scientists 'break the internet' with #DistractinglySexy pics http://t.co/0AC1RZMu62 #STEM http://t.co/LNWRATN3YG,2015,Jun,FALSE,59,FALSE,0
#DistractinglySexy,babescience,"RT @mammalgirl: Pocket gopher trapping is #distractinglysexy fieldwork. And also a good chance to practice yoga poses, apparently https://t…",2015,Jun,FALSE,1,FALSE,0
#DistractinglySexy,babescience,RT @Bulletproof_22: Happy very first #WomenInSTEM day!! #IntimidatinglySmart #DistractinglySexy @jackaline666 https://t.co/IJgV9ab9Hg,2015,Jun,FALSE,2,FALSE,0
#DistractinglySexy,babescience,if we call our science gents #distractinglysexy too will that help the babes of science? https://t.co/hImPymPLb7,2015,Jun,FALSE,0,FALSE,0
#DistractinglySexy,babescience,"RT @caitvw: Dude checking me out while I was managing hazardous waste, turned around and SMACKED into a pole face first. #karma #distractin…",2015,Jun,FALSE,1,FALSE,0
#DistractinglySexy,babescience,RT @DrShmoo: Maddy does her bit for #WomenInScience and polychaete biology by looking #distractinglysexy #SOAntEco @MadsBrasier https://t.c…,2015,Jun,FALSE,7,FALSE,0
#DistractinglySexy,babescience,RT @MDPhDisturbed: A Portrait of the Scientist as a Young Woman #womeninscience #womeninmedicine #STEM #science #PhD #distractinglysexy htt…,2015,Jun,FALSE,2,FALSE,0
#DistractinglySexy,babescience,RT @JesiLovesSallys: I love baby frog season so much! #HERpers #babies #herpetology #fieldresearch #distractinglysexy https://t.co/vBoPlXRC…,2015,Jun,FALSE,3,FALSE,0
#DistractinglySexy,babescience,RT @What_The_Forks: ~With grace in her heart and frogs in her hair~  #HERpetology #HERpers #WomenInSTEM #DistractinglySexy https://t.co/YeA…,2015,Jun,FALSE,4,FALSE,0
#DistractinglySexy,babescience,RT @Annalida500: Celebration of finding leeches on a turtle! #HERpers #distractinglysexy #WomenInSTEM https://t.co/VZVR1tp8Td,2015,Jun,FALSE,5,FALSE,0
#DistractinglySexy,babescience,RT @DcGervais: So inspired by #distractinglysexy that I might just cry into this electric dough circuit in front of these students https://…,2015,Jun,FALSE,1,FALSE,0
#DistractinglySexy,DcGervais,RT @GCGodfrey: Female scientists 'break the internet' with #DistractinglySexy pics http://t.co/0AC1RZMu62 #STEM http://t.co/LNWRATN3YG,2016,Mar,FALSE,59,FALSE,0
#DistractinglySexy,DcGervais,Come on more dudes doin this! #distractinglysexy #HeForShe  https://t.co/7fFTwQC1iz,2016,Mar,FALSE,0,FALSE,1
#DistractinglySexy,DcGervais,RT @MissLucyEAx: Thanks @realDonaldTrump for telling me that I can't be a scientist and be beautiful. #distractinglysexy #womeninSTEM https…,2016,Mar,FALSE,1,FALSE,0
#DistractinglySexy,DcGervais,So inspired by #distractinglysexy that I might just cry into this electric dough circuit in front of these students https://t.co/svVw7SPnRx,2016,Mar,FALSE,1,FALSE,0
#DistractinglySexy,TWMembers,#TwitterNews #DistractinglySexy Twitter campaign perfectly skewers sexism in science - Salon https://t.co/WDFiWjfBBQ #elaineOssipov,2012,Jul,FALSE,0,FALSE,0
#DistractinglySexy,JLDERCLE,RT @twittermedia: Female scientists respond to Tim Hunt's controversial comments with #DistractinglySexy: https://t.co/OP2j7Jv8wH http://t.…,2013,May,FALSE,2657,FALSE,0
#DistractinglySexy,cmuirmath,RT @jengolbeck: Remember #distractinglysexy #ILookLikeAnEngineer #scishirt? Take a quick survey for our #distractinglySXSW panel! https://t…,2011,Aug,FALSE,12,FALSE,0
#DistractinglySexy,emilylurice,RT @jengolbeck: Remember #distractinglysexy #ILookLikeAnEngineer #scishirt? Take a quick survey for our #distractinglySXSW panel! https://t…,2007,Sep,FALSE,12,FALSE,0
#DistractinglySexy,soulsistacaro,|RT @danielzliu: Husband of #distractinglysexy #neuroscientist and raising 2 girls in a diverse 🌎,,,,,,
#DistractinglySexy,mzbaptista,|RT @danielzliu: Husband of #distractinglysexy #neuroscientist and raising 2 girls in a diverse 🌎,,,,,,
#DistractinglySexy,cpikas,RT @jengolbeck: Remember #distractinglysexy #ILookLikeAnEngineer #scishirt? Take a quick survey for our #distractinglySXSW panel! https://t…,2007,Apr,FALSE,12,FALSE,0
#DistractinglySexy,MaroonedOnEarth,RT @jengolbeck: Remember #distractinglysexy #ILookLikeAnEngineer #scishirt? Take a quick survey for our #distractinglySXSW panel! https://t…,2011,Dec,FALSE,12,FALSE,0
#DistractinglySexy,KTInvasion,RT @jengolbeck: Remember #distractinglysexy #ILookLikeAnEngineer #scishirt? Take a quick survey for our #distractinglySXSW panel! https://t…,2011,Nov,FALSE,12,FALSE,0
#DistractinglySexy,AmandaConsSci,RT @jengolbeck: Remember #distractinglysexy #ILookLikeAnEngineer #scishirt? Take a quick survey for our #distractinglySXSW panel! https://t…,2013,Dec,FALSE,12,FALSE,0
#DistractinglySexy,,#distractinglysexy http://t.co/RvgHfauQ6P|,2014,Jul,FALSE,162,FALSE,0
#DistractinglySexy,,#distractinglysexy http://t.co/RvgHfauQ6P|,2009,Apr,FALSE,162,FALSE,0
#DistractinglySexy,,#fieldworkfail,,,,,,
#DistractinglySexy,,#fieldworkfail,,,,,,
#DistractinglySexy,,#ILookLikeASurgeon #plasticsurgery http://…|,2009,Jul,FALSE,117,FALSE,0
#DistractinglySexy,,#ILookLikeASurgeon #plasticsurgery http://…|,2015,Feb,FALSE,117,FALSE,0
#DistractinglySexy,,https://t.co/Tbv4tb7FpV|,2014,Aug,FALSE,1,FALSE,3
#DistractinglySexy,,https://t.co/Tbv…|,2014,May,FALSE,1,FALSE,0
,,,,,,5104,,79
